"","F_value Intercept","p_value Intercept","F_value log10MLSP","p_value log10MLSP","F_value cEi","p_value cEi","Coefficient Intercept","Coefficient log10MLSP","Coefficient cEi","Coef SE Intercept","Coef SE log10MLSP","Coef SE cEi","Coef tval Intercept","Coef tval log10MLSP","Coef tval cEi","Coef pval Intercept","Coef pval log10MLSP","Coef pval cEi","R t value cEi","p.adjusted GFS vs.cEi","R t value log10MLSP","p.adjusted GFS vs.log10MLSP"
"PTHR10000_SF7",1.26586420694644,0.266932714799947,0.0193126376006039,0.890138147377167,0.41209429494511,0.52439690169842,-0.609073877645708,0.698411714850747,-0.710088352841634,2.66352630641641,1.34180797155582,1.10615016421474,-0.228671996284946,0.520500496088829,-0.641945710278611,0.820233657185148,0.605448017515797,0.52439690169842,-0.0985719713037301,0.795679265136839,0.0800571810514899,0.980152117336656
"PTHR10003_SF33",9.76248887790183,0.00322465673219284,0.188863202468246,0.666089182369229,0.0194101726761742,0.889862905459199,1.56669622371367,-0.173604399557011,-0.0823913255967866,1.42399902889724,0.71736976798732,0.59138021496607,1.10020877256281,-0.24200127647431,-0.139320395765208,0.277507285651745,0.809956943527981,0.889862905459199,-0.0214926379795392,0.963154845124158,-0.0373156003624041,0.932740163341639
"PTHR10010",61.6160685975968,9.08586387334465e-10,2.16494444630176,0.148643270956,0.166138925317348,0.685636563576412,5.26493243561446,-1.03195970069079,0.250019737565658,1.47700341301453,0.744071852725378,0.613392690703288,3.56460410938988,-1.38690866602592,0.407601429483936,0.000924681773995593,0.172786745951534,0.685636563576412,0.0627702387888564,0.883835472959322,-0.209266309255557,0.604745688215466
"PTHR10015_SF142",20.5043717035025,4.84760458875892e-05,5.86383114716028,0.0198531532554255,0.200562267098417,0.656568954271215,0.568445562903028,0.661521819553336,0.156508962740881,0.84150654944307,0.423926804642046,0.349473780533673,0.675509374560708,1.5604623541366,0.447841788021637,0.503054664134114,0.126154988034792,0.656568954271215,0.0689390820567087,0.870786155986814,0.234094114322199,0.203779498252696
"PTHR10024_SF10",64.821704211167,4.74678989425735e-10,3.55073199850362,0.0664527296381319,1.03695401185285,0.314361193795971,2.01455959000061,-0.4918614352591,0.196946192515945,0.465704831314319,0.234608704086858,0.193405063953364,4.32582926897084,-2.09651827358034,1.01830938906251,9.1770896744745e-05,0.0420988339266784,0.314361193795971,0.155224040881671,0.642777284482969,-0.307794774566306,0.422014254055708
"PTHR10024_SF173",3.45499823375151,0.070077468107001,19.620894509339,6.62334656710919e-05,10.7008082288771,0.00214430734914931,2.28251474235776,1.24895309188554,2.64835606301516,1.9494449960199,0.982074338619338,0.809595496496628,1.17085362604119,1.27175005269092,3.27120898581504,0.248257976171913,0.210459133627978,0.00214430734914931,0.450608783214871,0.0377178164491391,0.192562686008151,0.00229334424954874
"PTHR10024_SF185",7.93572296963446,0.00735545073057555,20.9702008408611,4.12018208935298e-05,19.5980632899227,6.67742952350144e-05,2.16613962605577,0.296662467944761,1.69130051119619,0.919934919763477,0.463436762639661,0.38204472023118,2.35466616118094,0.640135811097548,4.42696998972466,0.0232888923008503,0.525561285039928,6.67742952350144e-05,0.564057072535157,0.0225480009793942,0.098296746908527,0.0018919048544821
"PTHR10024_SF188",9.64650015781327,0.00339382243104415,21.8122158017086,3.08138464293327e-05,14.1685883691818,0.00051296195311244,1.79465953729028,0.552326561362183,1.50669531953615,0.963840230880193,0.485554996016267,0.400278393007251,1.86198861573912,1.13751596810607,3.76411853814167,0.0696111842358905,0.261770584621276,0.00051296195311244,0.502246058206558,0.0225480009793942,0.172879673421689,0.0018919048544821
"PTHR10025_SF29",3.1477663207266,0.083280478213692,1.25744044047863,0.268506720038392,5.19782879743654,0.0277574923005676,-1.84501001431976,0.751523291274231,-2.29624651290064,2.42521601058224,1.22175409640399,1.00718099982691,-0.760761105925907,0.615118290567801,-2.27987473283875,0.451049906589311,0.5417953247765,0.0277574923005676,-0.331856230001388,0.17453606006525,0.0944901447199158,0.735991941285811
"PTHR10025_SF30",5.68053798880814,0.0217524218215594,1.58476974810403,0.215027298992287,4.46082688180534,0.0406694686107083,-0.593109328405131,0.332011900613376,-1.43883197147519,1.64038314094209,0.826377862166965,0.68124353656919,-0.361567559188948,0.401767660792315,-2.11206696906262,0.719487884434981,0.689892213322182,0.0406694686107083,-0.309859072944476,0.211244204849494,0.0618753082962846,0.695795882588251
"PTHR10026_SF45",6.42546492328416,0.0150632548607573,0.102527360478189,0.750405119157314,0.590790341707293,0.446414360670941,2.35052044433485,-0.548571865044744,0.469285365916657,1.4701553219696,0.740621981353021,0.610548710144261,1.59882456581921,-0.740690769186427,0.768628871242353,0.117356472979411,0.463002010791145,0.446414360670941,0.117776554155677,0.743903444745585,-0.113551840659216,0.956419545628573
"PTHR10026_SF60",1.88746095395984,0.176777050063312,2.98016887693721,0.0916407128002138,0.873768889243676,0.355257524803066,1.41755277036163,-1.02402033464301,-1.10336082882649,2.84224934639391,1.43184350045778,1.18037301665807,0.498743283083219,-0.715176158788033,-0.934756058682519,0.620562417648576,0.478457142971855,0.355257524803066,-0.142758658242395,0.678218910987671,-0.109688205520726,0.492883336610514
"PTHR10029_SF5",20.2001779970867,5.39454993620406e-05,0.195599005510125,0.660566080928961,0.620007591010308,0.435465665025321,3.64561147118755,-0.674340532287409,0.517379069441215,1.58217039646433,0.797051955229896,0.657068052847347,2.30418384728623,-0.846043382570849,0.787405607682793,0.0262274179024079,0.402323183803716,0.435465665025321,0.120612339648126,0.733678541647246,-0.12944891497246,0.930364666646362
"PTHR10030",189.909114411893,3.51172124449035e-17,0.395150294586136,0.533008457241782,19.5355187354768,6.82797751609168e-05,0.588109764315309,0.62469964208079,-0.959283934515504,0.522609860551965,0.26327582168534,0.217037459580255,1.12533231518855,2.37279533715562,-4.41990030831882,0.266838057449132,0.0223081085631242,6.82797751609168e-05,-0.563442420230167,0.0225480009793942,0.343810606500398,0.898025788602628
