2024-12-17 03:33:13 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:13 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:14 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:15 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:17 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:17 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:20 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:21 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:21 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:23 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:25 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:25 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:25 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:28 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:29 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:31 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:33 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:35 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:36 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:37 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:37 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:38 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:39 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:39 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:40 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:41 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:41 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:41 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:41 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:42 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:44 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:46 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:46 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:46 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:47 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:49 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:49 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:50 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:50 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:50 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:50 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:51 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:52 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:54 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:54 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:57 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:57 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:58 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:33:58 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:04 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:06 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:07 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:07 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:07 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:08 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:10 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:11 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:12 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:14 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:14 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:14 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:15 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:16 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:17 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:19 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:19 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:21 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:25 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:27 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:27 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:29 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:33 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:33 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:35 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:35 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:35 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:35 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:36 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:36 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:36 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:36 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:36 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:37 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:38 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:39 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:42 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:43 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:43 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:43 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:44 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:44 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:44 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:44 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:45 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:48 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:50 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:51 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:51 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:57 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:57 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:58 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:34:59 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:00 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:01 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:02 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:02 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:02 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:03 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:03 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:05 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:05 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:05 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:05 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:08 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:12 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:13 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:13 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:13 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:14 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:14 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:16 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:17 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:19 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:19 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:21 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:23 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:24 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:24 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:24 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:27 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:31 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:40 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:41 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:42 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:42 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:42 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:44 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:45 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:49 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:50 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:50 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:54 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:57 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:59 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:35:59 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:02 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:02 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:05 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:06 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:06 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:07 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:07 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:08 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:10 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:10 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:10 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:13 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:14 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:15 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:18 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:21 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:21 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:21 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:23 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:28 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:29 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:32 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:33 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:33 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:36 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:36 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:37 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:38 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:38 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:40 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:40 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:40 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:40 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:40 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:41 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:44 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:44 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:47 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:51 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:52 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:55 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:57 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:58 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:36:59 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:00 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:00 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:01 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:03 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:04 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:04 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:04 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:04 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:05 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:06 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:07 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:07 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:10 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:10 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:12 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:13 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:13 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:14 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:17 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:18 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:20 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:22 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:23 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:23 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:23 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:26 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:27 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:28 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:30 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:31 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:32 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:32 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:34 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:35 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:37 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:37 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:39 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:39 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:39 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:40 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:41 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:45 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:45 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:46 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:48 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:48 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:48 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:50 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:51 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:51 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:51 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:52 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:52 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:52 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:54 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:54 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:56 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:56 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:56 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:56 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:59 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:37:59 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:00 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:00 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:02 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:03 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:03 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:04 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:06 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:06 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
2024-12-17 03:38:07 - PGLS model fitting failed: computed "gls" fit is singular, rank 2 
