"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"PTHR10032_SF206",45.5779776306193,1.13410259309533e-08,0.000266891178304652,0.987027040827934,1.11229023371877,1.19612367776312e-06,0.166375098054874,7.32165023099065e-05,6.68543698379615,0.016336804409206,1.44651803066987e-08,0.987027040827934
"PTHR10032_SF208",6.17813700269635,0.0161227967097679,0.667766882380978,0.41748955676767,0.90092455709496,-0.00012586685776644,0.350008263921882,0.000154027743114963,2.57400938766416,-0.817170044960642,0.0128842848700323,0.41748955676767
"PTHR10032_SF209",86.8985138305071,9.24109195679697e-13,0.000203386839038651,0.988675004234586,1.10557398885646,-7.51232781045029e-07,0.119699532380068,5.26760386107147e-05,9.23624317383341,-0.0142613757765039,1.25529051897405e-12,0.988675004234586
"PTHR10032_SF212",20.1092688402941,3.95598439892219e-05,0.513017645727588,0.476979694716504,1.04779729331588,-7.27432683669394e-05,0.230784163937903,0.000101560927504165,4.54016114206956,-0.716252501376147,3.27158393134853e-05,0.476979694716504
"PTHR10032_SF213",9.3202315091368,0.00353943461330613,0.770848097164082,0.383917685303074,0.744111861259724,9.89995552108557e-05,0.256228944459552,0.000112758383455319,2.90408978903313,0.877979553955605,0.00535999459681036,0.383917685303074
"PTHR10032_SF26",4.43185498330818,0.0400305836564742,4.59508957620296,0.0366711494681689,1.47755820045023,-0.000585975624370314,0.621172049720329,0.000273358485403853,2.37866175903354,-2.14361600483924,0.0210109808532124,0.0366711494681689
"PTHR10032_SF47",16.0652335562574,0.000192447482734331,0.00262254939857577,0.959350042861097,0.765088028616591,-4.3349820247047e-06,0.192355588678312,8.46497076031413e-05,3.97746711636279,-0.0512108328244695,0.000212547074421298,0.959350042861097
"PTHR10032_SF71",11.1377109096803,0.00155198774615434,0.0417531047778254,0.838873771583823,1.11679182809789,-3.01220844243934e-05,0.334980849967796,0.000147414645954723,3.33389752938191,-0.204335764803486,0.00156783021882562,0.838873771583823
"PTHR10032_SF73",27.3189389199498,2.97419125850379e-06,0.000525002316748353,0.98180577682371,0.88256889138902,-1.71774099526016e-06,0.170355601034082,7.49681977798359e-05,5.18074478345124,-0.0229129290303172,3.50340162890072e-06,0.98180577682371
"PTHR10032_SF77",8.86770907652814,0.00436962167544556,0.151708064784566,0.698469109800612,0.747119121427298,4.42107939657903e-05,0.257930872100678,0.000113507348838508,2.89658665262712,0.389497194835297,0.00547161888480792,0.698469109800612
"PTHR10032_SF78",5.16780803129101,0.0270880447142209,3.09001735254477,0.0845480842046496,0.628797191089844,0.000241828630017305,0.312612689541006,0.000137571114749012,2.01142567825086,1.75784451887668,0.049377747513274,0.0845480842046496
"PTHR10035",16.7610155712394,0.000145472102210273,0.0122262613534525,0.912373067544535,0.988085144550615,1.1899732017281e-05,0.244551139072609,0.000107619344770541,4.04040295333584,0.110572425827837,0.000173297786293918,0.912373067544535
"PTHR10036_SF2",14.469467096484,0.000370454278726151,0.0207530693968627,0.886000058503016,0.820474020575297,-1.37321145242147e-05,0.216608549440466,9.53226807729524e-05,3.78781919132328,-0.14405925654696,0.000389762060974675,0.886000058503016
"PTHR10036_SF5",24.9360903068348,6.79195140732789e-06,0.0290687613959267,0.865269568507994,0.907131950718234,1.38243719996182e-05,0.184251696200108,8.10834367531974e-05,4.92333025652604,0.170495634536274,8.69289235583761e-06,0.865269568507994
"PTHR10036_SF6",4.43218124339561,0.0400235462407622,1.64315829963135,0.205471958701458,0.60279766652869,0.000178021378543115,0.315581694544561,0.000138877681442239,1.91011607120822,1.28185736321611,0.0615359321031463,0.205471958701458
"PTHR10037_SF133",52.4633307371372,1.8316614107761e-09,0.113773084269569,0.737220960615142,2.11895182616234,-4.35564037078941e-05,0.293434784666696,0.000129131515716794,7.22120190545642,-0.337302659742803,1.98688112897497e-09,0.737220960615142
"PTHR10037_SF137",38.9013018974495,7.57768394423321e-08,0.225137979619181,0.637101853259047,1.11052311849644,-3.71410464546597e-05,0.177872619191045,7.82762035071796e-05,6.24336181446609,-0.474487070023178,7.40469816989056e-08,0.637101853259047
"PTHR10037_SF161",10.573694942781,0.00199734495905936,0.0204121300130199,0.886933827741931,1.15122176292575,2.26076932039395e-05,0.359576610691528,0.000158238474718142,3.20160357680592,0.142871025799565,0.00231149987433308,0.886933827741931
"PTHR10037_SF175",39.0385764772747,7.27698680264674e-08,21.3852438946446,2.45217570131471e-05,0.853120490199801,0.000312443450099983,0.153530147588126,6.75638394023293e-05,5.55669686769572,4.62441822228965,9.09675718272728e-07,2.45217570131471e-05
"PTHR10037_SF176",129.417130869591,7.65921494365064e-16,11.9403107418755,0.00108947417190789,0.957526771741938,0.000134864374718048,0.0886887992361121,3.90291801480529e-05,10.7964791494443,3.45547547261958,5.38998857168551e-15,0.00108947417190789
"PTHR10037_SF178",175.658772566219,1.85136827478809e-18,0.0677829888057427,0.795601375011707,1.02154944707957,-8.89060781814679e-06,0.0775979846891884,3.41484578621627e-05,13.1646388907043,-0.260351663727626,2.43830708709787e-18,0.795601375011707
"PTHR10037_SF188",9.23383691022539,0.00368406916002329,6.31705289813064,0.0150333564721167,0.988999153380032,0.000410263774844966,0.370924279106613,0.000163232230396959,2.66631010448299,2.51337480255744,0.0101453510343157,0.0150333564721167
"PTHR10037_SF189",1.78620362214448,0.187098868728635,1.31971659136523,0.255801199550765,1.08589828728587,-0.000370655531580949,0.733178116604169,0.000322648869305051,1.4810838767466,-1.14878918490959,0.144505196282059,0.255801199550765
"PTHR10037_SF190",361.521707643261,2.4809470151401e-25,0.0335552299267433,0.855355075393283,1.03505094005933,-4.42405393399386e-06,0.0548807009681115,2.41512883609286e-05,18.8600167600037,-0.183180866704859,3.61265214508182e-25,0.855355075393283
"PTHR10037_SF192",17.6135546688041,0.000103709544393862,0.356480754601127,0.553009484609596,0.89095437729459,5.74368755529036e-05,0.218600982414412,9.61994885112781e-05,4.07571076513082,0.597060092956418,0.000154449749917266,0.553009484609596
"PTHR10037_SF200",6.09304805138432,0.016831352388665,7.68737023654676,0.00765747434466417,0.96847698426165,0.000571993003017556,0.46879304919335,0.000206301229994241,2.06589450489529,2.77261072575051,0.0437420603578641,0.00765747434466417
"PTHR10037_SF22",11.4252682785913,0.00136626312898769,0.118458702223357,0.732074072435497,0.991722953047869,4.55003122278591e-05,0.300407131314793,0.000132199828465722,3.30126301831581,0.344178300047166,0.00172673496687902,0.732074072435497
"PTHR10037_SF23",71.8531190440148,1.95348107387548e-11,0.00553609091790335,0.940968323005789,0.971057818600167,3.79117545911576e-06,0.115784819777536,5.09532954378671e-05,8.38674552040513,0.0744049119205402,2.71163426455153e-11,0.940968323005789
"PTHR10037_SF28",6.8786712699633,0.0113645410440325,1.12161253319794,0.294374416235414,1.48814963756991,-0.000252854710936525,0.542536509632402,0.000238753431704113,2.7429483751761,-1.05906210072778,0.00828819278065675,0.294374416235414
"PTHR10037_SF57",65.5839907776634,7.79502097734752e-11,0.00435591681000429,0.947626659536895,1.05913434795076,-3.83024553438633e-06,0.131876123602351,5.80345774171595e-05,8.03128207759875,-0.0659993697697507,9.97426414188672e-11,0.947626659536895
"PTHR10037_SF59",12.0067814041583,0.00105828823181933,0.655760661064433,0.421681531248782,1.06113488226172,-0.000106722953174211,0.299477708086215,0.00013179081823067,3.54328503795092,-0.809790504429654,0.000834154078588544,0.421681531248782
"PTHR10039_SF7",12.1560613978141,0.000991607432884696,0.279655186662012,0.599135106235032,1.03064817109791,-6.80213881833162e-05,0.292289623619236,0.000128627565982388,3.52611960129152,-0.528824343862886,0.000879088073927482,0.599135106235032
"PTHR10042_SF3",135.850018880644,3.03711772115829e-16,0.0108548772365649,0.917414425454498,0.981142393185171,3.90098543721745e-06,0.0850826910186076,3.74422441598943e-05,11.5316333021319,0.104186742134328,4.57134352124743e-16,0.917414425454498
"PTHR10042_SF6",80.0664952027883,3.53564111640322e-12,0.0022045595165402,0.962727374789966,0.976383920190318,2.27768769599357e-06,0.110233249073293,4.85102219608687e-05,8.85743574101798,0.0469527370505724,4.9027216972408e-12,0.962727374789966
"PTHR10044_SF100",23.287314138821,1.22260187155822e-05,0.257483220664056,0.613959606793118,0.97988580817975,4.64479360282946e-05,0.208003814997142,9.15360049626219e-05,4.71090305816368,0.507428044814293,1.82054728577057e-05,0.613959606793118
"PTHR10044_SF79",24.7998274871626,7.1263212003638e-06,1.4080193931756e-05,0.997020146562974,2.05971134516989,-6.89389043707695e-07,0.417483585970848,0.000183721532212117,4.93363431374212,-0.00375235844926307,8.38453748657486e-06,0.997020146562974
"PTHR10044_SF88",12.2636220250312,0.000946296933754866,0.255393721374727,0.615397791264991,1.19481678728284,-7.51017444091101e-05,0.337694714240279,0.000148608933153337,3.53815661571978,-0.505364938806331,0.000847344042349805,0.615397791264991
"PTHR10044_SF93",100.974349539363,7.09981552102324e-14,0.000729177392551185,0.97855853530935,1.02114028203319,-1.2185926265486e-06,0.102546606884402,4.51275699765391e-05,9.9578163827916,-0.0270032848474252,9.75216782485899e-14,0.97855853530935
"PTHR10046",130.545078070133,6.49713223338341e-16,0.314508690294616,0.57728989857295,2.10512498505801,-4.55935275204826e-05,0.184742244536006,8.12993118077479e-05,11.3949302193723,-0.56081074374036,7.19547537534569e-16,0.57728989857295
"PTHR10048_SF15",9.14634752818482,0.00383688485041137,8.16149256026316,0.00609989340130377,1.22246489221985,-0.000453802277328837,0.360961782756285,0.000158848045831035,3.3866878728412,-2.85683260977313,0.00133973802566976,0.00609989340130377
"PTHR10048_SF29",5.02810438924865,0.0291467690161667,0.203201539200323,0.653987816076579,0.783015591175719,-6.80396392357731e-05,0.342987151970202,0.000150937970273724,2.28292980269928,-0.450778814054436,0.0264729437933239,0.653987816076579
"PTHR10048_SF35",21.3184516967139,2.51375758528092e-05,0.0450005132757768,0.832816804693558,1.03999296511947,-2.10929635804451e-05,0.225947851249876,9.94326168180451e-05,4.60280086474177,-0.212133244155122,2.64090646928272e-05,0.832816804693558
"PTHR10050_SF10",11.6993188161492,0.00121084905026383,0.278449556179657,0.599921529762802,1.00724305334197,7.05348042283569e-05,0.3037452861067,0.000133668846491195,3.31607797524188,0.527683196794873,0.00165279666383296,0.599921529762802
"PTHR10052",1.78749648069636,0.186941992862512,6.00430129141165,0.0176058194062395,2.85226912233199,-0.00185324260515923,1.71862206769826,0.000756312080717658,1.65962556628405,-2.45036758291724,0.102896272565249,0.0176058194062395
"PTHR10055",566.04772632055,5.87589336343185e-30,0.00953421901511546,0.922583853745669,2.0077410468244,-3.65848155111098e-06,0.0851407857210948,3.74678098302896e-05,23.5814249283697,-0.0976433255021328,9.03951467165151e-30,0.922583853745669
"PTHR10057",27.7413157519444,2.5764062088083e-06,0.02502202828225,0.874913354587433,1.90300374240679,-2.5285002959327e-05,0.363229489174143,0.000159845992844274,5.23912237063559,-0.158183527215225,2.84589257118885e-06,0.874913354587433
"PTHR10060_SF15",20.4845306204888,3.43355494360035e-05,4.35190523394549,0.0417961465990271,1.17925913428517,-0.000227017027392506,0.247285165608105,0.000108822504753566,4.76882279365697,-2.08612205633934,1.48978613306497e-05,0.0417961465990271
"PTHR10060_SF17",99.7199054746327,8.83655125613435e-14,0.0522114365052749,0.8201382940384,1.04488922295743,-1.05880289956593e-05,0.105295945171016,4.63374681846603e-05,9.92335669963723,-0.228498219917081,1.10035953210437e-13,0.8201382940384
"PTHR10060_SF19",11.6398289417473,0.00124293684716272,1.33651324737422,0.25283462462418,1.18735853801306,0.000187513720305717,0.368574905577339,0.000162198344229834,3.2214850225714,1.15607666154724,0.00218167999375599,0.25283462462418
"PTHR10061",10.2026460597648,0.00236196282462333,0.372462481884103,0.544273216779411,1.43496463682797,-0.000118669232182285,0.441851376642773,0.000194445038451193,3.24761834563233,-0.610297043974574,0.00202146987298293,0.544273216779411
"PTHR10063",107.776686178296,2.23459490836052e-14,0.0456883403360562,0.831563507002157,3.34101550321405,-3.04725532972507e-05,0.32395560667028,0.000142562779534824,10.3131893210742,-0.213748310720942,2.83024116773903e-14,0.831563507002157
"PTHR10064_SF1",8.9416891938743,0.00422099281125395,1.88703097228096,0.175319883257717,1.97386494536992,-0.00037879662457631,0.62660799619861,0.000275750676257753,3.15007940745187,-1.37369245913376,0.00268260163159269,0.175319883257717
"PTHR10064_SF2",2.86526523598308,0.0963820313369564,5.39256425257582,0.0240961911281881,3.28347492925278,-0.00168237144333419,1.64627949999772,0.000724476368299899,1.9944820604626,-2.32218953846921,0.0512540696881485,0.0240961911281881
"PTHR10066_SF51",2.98188619488433,0.0900259695569938,0.828319588363386,0.366879508671946,1.09745962305178,-0.000239525294937259,0.598042108721616,0.000263179718278488,1.83508754157416,-0.910120644949551,0.0721070723145314,0.366879508671946
"PTHR10067",11.6791371761471,0.00122163633492672,0.452583518237989,0.50403337032122,1.05199590426446,-8.9563707707982e-05,0.302525538965673,0.000133132073738466,3.47737882844936,-0.672743278106878,0.00101959457715377,0.50403337032122
"PTHR10068",2.85004276407021,0.097248115117935,1.50035408346785,0.226033063441223,1.88362842052857,0.000674752663356811,1.25177729975355,0.000550868228661636,1.50476320420526,1.22488941683233,0.138321528053873,0.226033063441223
"PTHR10071_SF149",81.4622031913102,2.67289071803942e-12,0.0404846307731837,0.841306211495616,0.98904249097027,9.82526613617959e-06,0.110963099172239,4.88314062731853e-05,8.91325583323032,0.201207929200575,4.00759843607583e-12,0.841306211495616
"PTHR10071_SF150",155.224504659143,2.24439450019454e-17,0.0370406198063881,0.848117931354065,1.04123469156842,-7.13025906138916e-06,0.0841870967993134,3.70481210189176e-05,12.3681030841405,-0.192459397812599,3.00029295053361e-17,0.848117931354065
"PTHR10071_SF23",15.6861287744955,0.000224466650155556,0.032840839208389,0.856885828311246,0.938637452098739,-1.89598379942431e-05,0.23774251099657,0.000104623079469514,3.94812626553053,-0.181220416091535,0.000233656870159697,0.856885828311246
"PTHR10072_SF26",11.6698327176663,0.00122664350411302,2.80578572522755,0.0998160821981642,1.11759600239714,-0.000228006217875959,0.309313436764554,0.000136119216289734,3.61315051194444,-1.67504797699276,0.000672877438084524,0.0998160821981642
"PTHR10072_SF41",3.95810988677822,0.0518173391997585,4.58613365636929,0.0368473429787609,1.80262835017716,-0.000750444527816447,0.7962960984144,0.000350425128583235,2.26376639765859,-2.14152601113535,0.0277070236365501,0.0368473429787609
"PTHR10073_SF38",117.605897090647,4.57628968258387e-15,0.0395325553726191,0.843158104519249,1.04338803982365,-8.47683465224787e-06,0.0968803311170578,4.26340183714096e-05,10.7698645100929,-0.198827954203173,5.90106205533077e-15,0.843158104519249
"PTHR10073_SF9",3.6709525528578,0.0607692798011391,1.24701520909991,0.269160384183646,1.19812918906668,-0.000287112359186376,0.584245477154818,0.000257108250139391,2.05072907864238,-1.11669835188376,0.0452521544544362,0.269160384183646
"PTHR10075_SF12",66.3394539485742,6.57189627733447e-11,0.16375380366854,0.687352311193557,1.06439735419378,-2.33328103212895e-05,0.131023953229406,5.76595637594149e-05,8.12368523433388,-0.404665051207218,7.10397407060436e-11,0.687352311193557
"PTHR10075_SF4",25.5021248628362,5.56834023914192e-06,0.0271902471492793,0.86965421882412,1.05116534079789,1.53170631238977e-05,0.211080576198542,9.28899918046611e-05,4.97992453748643,0.164894654701962,7.1267717510722e-06,0.86965421882412
"PTHR10077",16.8275678135053,0.000141654690166337,0.309749953390483,0.580176160009293,0.975119008885576,5.98949720113587e-05,0.244547984549688,0.000107617956563186,3.98743424805225,0.556551842500304,0.000205804398017714,0.580176160009293
"PTHR10078",76.4794841231785,7.3578515399448e-12,1.67182055548739,0.201622798393879,7.06453575080356,0.000473683983754263,0.832478865478935,0.000366348038197302,8.48614426594391,1.29298900052838,1.88683993998579e-11,0.201622798393879
"PTHR10082",411.360927625125,1.21532821247181e-26,1.10011982016535,0.298999294963237,8.89333591397876,0.000205782862835963,0.445829248335108,0.000196195575973667,19.9478521142114,1.04886596863725,2.65225618721305e-26,0.298999294963237
"PTHR10083_SF169",24.1979165763935,8.82151876129583e-06,2.0796970330609,0.155153345262943,0.838135737751673,0.000113762148079096,0.179257400509122,7.88856026646198e-05,4.67559908473081,1.44211547147269,2.05637847924953e-05,0.155153345262943
"PTHR10083_SF174",127.626097072948,9.96735118174103e-16,0.026762463045425,0.870674291852014,1.01287991885026,6.52895793253523e-06,0.0906901617573847,3.99099175022294e-05,11.1685755017168,0.163592368542744,1.53300077502441e-15,0.870674291852014
"PTHR10083_SF177",36.6371346345932,1.49155303415381e-07,0.0349622026740366,0.85238882295339,1.02024175186645,-1.39417116578491e-05,0.169432238959516,7.45618548700152e-05,6.0215326087394,-0.186981824448358,1.6731662290867e-07,0.85238882295339
"PTHR10083_SF204",4.97726853393088,0.0299370761855377,0.305436142046544,0.582817846792929,0.999765837047041,-0.000106384143901985,0.437417381813012,0.000192493775332549,2.28561067441628,-0.552662774254377,0.0263042527346446,0.582817846792929
"PTHR10083_SF89",12.6050228589599,0.000816290538001028,0.0634297537681585,0.802129030168965,0.816769889252638,2.59940087482997e-05,0.234534153329943,0.000103211181119005,3.48252004092387,0.25185264296441,0.00100382162594538,0.802129030168965
"PTHR10093_SF3",7.19944161468839,0.00970659465470708,0.914153748675361,0.343355680793291,1.47365060514906,-0.000222338658141374,0.52842664066832,0.000232544117535832,2.78875153471688,-0.95611387850787,0.00733314956417015,0.343355680793291
"PTHR10098_SF100",9.8849738516955,0.00272961119169114,0.691141850576291,0.409506146210599,0.9147720455806,0.00011152907477217,0.304848350946255,0.000134154270994726,3.00074460872473,0.831349415454351,0.00409904076693137,0.409506146210599
"PTHR10098_SF36",9.38637743305102,0.00343273948433242,0.8566026510915,0.358886377936124,1.12986729446781,0.000158233704258366,0.388497863186249,0.000170965817781145,2.90829732035397,0.925528309178871,0.00529832811850817,0.358886377936124
"PTHR10098_SF99",1.03871353483409,0.312750737429028,21.6572192153626,2.21718411337753e-05,0.332731706728699,0.0018271816181036,0.892194861599079,0.000392627189458429,0.372936138785136,4.65373175154763,0.710683359414622,2.21718411337753e-05
"PTHR10102",7.25383264337551,0.00945185771861072,2.88513220969091,0.0952646631831287,0.913597853857699,-0.00023545559174171,0.314996331256813,0.000138620081278449,2.9003444269097,-1.69856769358507,0.00541544742343422,0.0952646631831287
"PTHR10104",78.4667640478961,4.89013960640347e-12,0.255650827550687,0.615220428377394,5.80064914629436,-0.000145938699132936,0.655882760300951,0.000288633588776393,8.84403356421921,-0.505619251562564,5.14607701468951e-12,0.615220428377394
"PTHR10105",23.7015658234642,1.05334848440287e-05,0.0536843516090794,0.817664193668062,0.994195018819431,2.11589457288594e-05,0.20751500971407,9.13208969713687e-05,4.79095473715037,0.231698838169464,1.37961425727488e-05,0.817664193668062
