"","F_value Intercept","p_value Intercept","F_value Brain.mass..g.","p_value Brain.mass..g.","Coefficient Intercept","Coefficient Brain.mass..g.","Coef SE Intercept","Coef SE Brain.mass..g.","Coef tval Intercept","Coef tval Brain.mass..g.","Coef pval Intercept","Coef pval Brain.mass..g.","R t value Brain.mass..g.","p.adjusted GFS vs.Brain.mass..g."
"PTHR12027_SF82",6.83590001697945,0.0113226407992528,8.26083887238811,0.00562436853806553,0.840643619839335,0.000479857076851059,0.380419082472842,0.000166955153195852,2.20978299609707,2.87416750945176,0.0310130702137233,0.00562436853806553,0.350453931112509,0.0786584225720004
"PTHR12027_SF87",21.487374394504,2.01760133828334e-05,0.40581479640828,0.526565642427968,1.01650057653253,-6.07375263035105e-05,0.217247919765506,9.53439545938645e-05,4.6789887683607,-0.63703594593106,1.72891916505314e-05,0.526565642427968,-0.0826512565258997,0.999797905066956
"PTHR12029_SF7",25.3983077842412,4.71507411457444e-06,12.2145893330003,0.000906582497110752,0.909791463428472,0.000307981261468427,0.20079242452493,8.81221041258347e-05,4.53100492003628,3.4949376722626,2.91529136126368e-05,0.000906582497110752,0.414147408327166,0.019011206944832
"PTHR12035",24.6309837818815,6.23362597985722e-06,0.688189976661045,0.410124656477305,12.6546373424583,0.000958072320571014,2.63151946713361,0.00115489930977509,4.80887088258647,0.829572164830188,1.0872400173922e-05,0.410124656477305,0.107376678771069,0.999797905066956
"PTHR12036_SF4",26.2132510949249,3.51594233948828e-06,0.0100327118471938,0.92055416615058,1.05635601045328,-9.12687803867373e-06,0.207623038746229,9.11198671095571e-05,5.08785545588911,-0.100163425696178,3.95379784618682e-06,0.92055416615058,-0.0130390587389659,0.999797905066956
"PTHR12039",53.624347078518,7.67842443319077e-10,4.42011626154775,0.0397944783981471,3.23391581734081,-0.000395889765978071,0.429061843189449,0.00018830308220751,7.53717877427963,-2.10240725397049,3.32623275370231e-10,0.0397944783981471,-0.263999636818661,0.316474484938193
"PTHR12042",87.7552249062911,2.8008661664989e-13,0.0717299463576973,0.789768542840428,1.84077636844231,2.33927487054312e-05,0.199018508775967,8.73435827811651e-05,9.24927223987221,0.267824469303492,4.40024369083335e-13,0.789768542840428,0.0348465998444498,0.999797905066956
"PTHR12046",70.6695133406376,1.12754536025253e-11,0.0850459255182411,0.77159523202954,1.06974074322117,-1.63559422370174e-05,0.127794239425389,5.60852696508367e-05,8.37080566409822,-0.291626345720412,1.29497627219175e-11,0.77159523202954,-0.0379391823713488,0.999797905066956
"PTHR12049",62.4628888210543,7.97337051493108e-11,0.271353034559965,0.604375251551597,1.14082213765822,-3.3003223001148e-05,0.144361530559284,6.33561841678475e-05,7.90253562177164,-0.520915573351349,7.99861081382329e-11,0.604375251551597,-0.0676620139995353,0.999797905066956
"PTHR12050",71.0836996439946,1.02502071082703e-11,0.0012244843722516,0.972203736708125,2.15710174619173,3.9664656823732e-06,0.258279265770328,0.000113351449416515,8.35181925950614,0.0349926331140085,1.39393350265579e-11,0.972203736708125,0.00455560552425387,0.999797905066956
"PTHR12052",37.1647169400104,8.94577330757112e-08,5.53171609511422,0.0220319533393821,2.44730427376349,0.000440858252014802,0.427101895026689,0.000187442916509085,5.7300243858917,2.35196005389425,3.61136779589419e-07,0.0220319533393821,0.292781299526573,0.213370782152864
"PTHR12053",21.3021928385991,2.16562769746703e-05,0.0798736303317088,0.778457884116131,0.961431184526159,-2.58559014881922e-05,0.208458898097832,9.14867020884702e-05,4.61208992899381,-0.282619232062697,2.1913363590463e-05,0.778457884116131,-0.0367690096971704,0.999797905066956
"PTHR12056_SF3",2.82442803126932,0.098127488323937,0.199886476542067,0.656449497991056,1.89473855205874,-0.000215510163352617,1.09834433688653,0.000482032199422537,1.72508610317029,-0.447086654399421,0.089747090727056,0.656449497991056,-0.0581073767021112,0.999797905066956
"PTHR12058",12.5785627690415,0.000771916558198703,0.28901521723492,0.592874341481499,1.67175090045545,-0.000109972927547316,0.466109438003417,0.000204562221542734,3.58660598595988,-0.537601355313508,0.000681053128329383,0.592874341481499,-0.0698189376673977,0.999797905066956
"PTHR12059_SF5",3.23729605433863,0.0770938658024621,2.68680450863687,0.106504664213849,0.829613894454654,0.000381179342365772,0.529875436808621,0.000232547311118175,1.56567720793272,1.63914749447293,0.122772494361639,0.106504664213849,0.208699734906901,0.574400923919631
"PTHR12062_SF1",23.5158751907833,9.40107077620935e-06,17.7905188046517,8.6037758291291e-05,0.961339820796993,0.000419076800752826,0.226392366191103,9.93571929518162e-05,4.24634380112227,4.21788084287023,7.80857211192954e-05,8.6037758291291e-05,0.481327312105555,0.00302618260753641
"PTHR12062_SF8",12.4236867224453,0.00082647342029381,24.3846512437503,6.82226577921898e-06,0.795949914634795,0.000607843147648156,0.280476007173119,0.00012309297010276,2.83785384231995,4.93808173724882,0.00621752648333919,6.82226577921898e-06,0.540773269160656,0.00106429116339852
"PTHR12064_SF22",130.774126276602,1.33204081336838e-16,0.10170682812034,0.750917246873636,1.05767388646743,-1.30120695249124e-05,0.0929680635919201,4.08010481451567e-05,11.3767442883403,-0.318915079794512,1.64523937787566e-16,0.750917246873636,-0.0414834668058158,0.999797905066956
"PTHR12064_SF27",10.5695607446803,0.00190211250158426,0.00661373668020435,0.93545883934182,0.959731492243226,1.06660209474777e-05,0.298841871609873,0.000131153227465984,3.21150274917338,0.0813248835240749,0.00213916693412691,0.93545883934182,0.0105870046513124,0.999797905066956
"PTHR12066",5.98826350346456,0.0173982643127392,0.376947919511902,0.541601372559787,0.943511254147873,-0.000101409890877409,0.376358826233764,0.000165173221811119,2.50694600041568,-0.613960845259616,0.0149521401074944,0.541601372559787,-0.0796767736994813,0.999797905066956
"PTHR12067",10.2424050058156,0.0022106469841074,0.000172386779457273,0.989568681457378,0.890100642754872,-1.61603747204057e-06,0.280454177902035,0.000123083389854382,3.17378278838047,-0.013129614596677,0.00239067637488808,0.989568681457378,-0.00170932772877585,0.999797905066956
"PTHR12072_SF4",12.0954454581059,0.000955810897222436,0.672305243390731,0.415549287009842,0.962123613626017,0.000103714823365726,0.288217301846155,0.000126490404925613,3.33818826095173,0.819942219543994,0.00146474149766259,0.415549287009842,0.106144340090531,0.999797905066956
"PTHR12075_SF1",7.72715841117938,0.00728728000031524,3.27350145403645,0.0755023834453371,0.980697419367658,-0.000259970877540495,0.327401674600029,0.000143687315536619,2.99539524520065,-1.80928202722418,0.00400258450294216,0.0755023834453371,-0.229273904144011,0.461732608481519
"PTHR12080",48.2677057307745,3.31941530732804e-09,0.445874218775807,0.506904404737905,9.4883231096419,0.000409067797235406,1.39589122391453,0.000612617094858887,6.79732270472593,0.667738136379679,5.9553974259689e-09,0.506904404737905,0.0866054697360267,0.999797905066956
"PTHR12081_SF19",17.4496138229575,9.87543009794847e-05,0.999831416349216,0.321434732218941,1.62121778245857,-0.000166496060444599,0.379404989372321,0.000166510096476164,4.27305340696935,-0.999915704621752,7.1274496944102e-05,0.321434732218941,-0.129088743739268,0.999797905066956
"PTHR12081_SF21",12.0914940874828,0.000957490518298979,0.34065968089743,0.561673447030807,0.887887549204057,-6.45388251374721e-05,0.251955099610172,0.000110575952132726,3.52399118167406,-0.583660587068743,0.000828363526224981,0.561673447030807,-0.0757677137141357,0.999797905066956
"PTHR12081_SF35",9.79270793677256,0.00272266164530075,0.343704166217801,0.55993519929483,1.07924720539899,9.18333761353321e-05,0.356919781125593,0.000156641975868042,3.02378086749756,0.58626288149413,0.00369173576185799,0.55993519929483,0.07610357750819,0.999797905066956
"PTHR12081_SF36",5.89603887174936,0.018243065302716,5.54460777211826,0.0218844641840629,1.29506981483394,-0.000492158262483039,0.476246537496392,0.000209011107197496,2.71932646826594,-2.35469908313531,0.00857853536062115,0.0218844641840629,-0.293092990199826,0.212474258288932
"PTHR12081_SF42",13.3484818696077,0.000551289480251629,1.32305330219344,0.254685699093191,1.23552127143767,-0.00016526547254106,0.327382849582942,0.000143679053770172,3.77393401337797,-1.15024054101455,0.000375080233653705,0.254685699093191,-0.148097256309875,0.979154219123554
"PTHR12083",25.55716381581,4.45183403780042e-06,6.31237512355868e-05,0.993687641265666,0.890012790790102,6.19480566319635e-07,0.177661674954793,7.79706737272484e-05,5.00959360546708,0.0079450457038073,5.26148015532292e-06,0.993687641265666,0.00103435629454585,0.999797905066956
"PTHR12084_SF3",7.29446788387928,0.00901374173054949,0.0800889289449311,0.778167503940404,0.58284356231912,-2.66678227437392e-05,0.21471569064293,9.42326310021598e-05,2.71448984735999,-0.282999874460981,0.00869042118498669,0.778167503940404,-0.0368184645198907,0.999797905066956
"PTHR12086",50.1713127131028,1.95622192579237e-09,0.0474470796207666,0.828318234479126,2.78166259243196,3.80341949073626e-05,0.397861531218293,0.000174610149584251,6.99153442634734,0.217823505666323,2.79608044451127e-09,0.828318234479126,0.0283468092004271,0.999797905066956
"PTHR12091",4.13816597105802,0.0464297640787374,0.903528023781835,0.345715175695768,1.04379028774694,-0.000203241108661326,0.487195431321649,0.000213816266376259,2.14244678960839,-0.950540911156293,0.0362944861087673,0.345715175695768,-0.122813077181586,0.999797905066956
"PTHR12096",10.8789426266289,0.00165159511660605,3.27647128662818,0.0753734551231387,1.76923256891188,-0.000400484108057945,0.504132352860244,0.000221249401201571,3.50946047972118,-1.81010256246108,0.00086664504019593,0.0753734551231387,-0.229372413796558,0.461423889037063
"PTHR12097_SF0",12.7765591143814,0.000707584393138222,0.191181343070721,0.66353151926862,1.16785324840531,-6.22364589398712e-05,0.324328106006082,0.000142338413393949,3.60083886280089,-0.437242887958993,0.000651238579600563,0.66353151926862,-0.0568321714914639,0.999797905066956
"PTHR12098",778.451340989946,1.10363796685768e-35,0.000669800771857134,0.979439984419802,2.94550047310393,-1.20965672121917e-06,0.106500534245975,4.67400659685525e-05,27.6571426984673,-0.0258805094976342,1.78576668093985e-35,0.979439984419802,-0.00336933622189199,0.999797905066956
"PTHR12100",29.2718953779656,1.20054394659451e-06,7.20820681310844,0.00940678054356124,1.17467840890903,-0.000242022369958722,0.205401852148401,9.01450512661814e-05,5.71892802631758,-2.68481038680731,3.76621467978236e-07,0.00940678054356124,-0.329957273682191,0.11715048787638
"PTHR12103_SF13",6.52645723758832,0.013228439411459,2.18200382236088,0.144950817707387,1.05084237891402,-0.000249704063959698,0.385176978838824,0.000169043259059283,2.72820660799083,-1.47716073003613,0.0083765422634039,0.144950817707387,-0.188849528606506,0.695799892940299
"PTHR12103_SF14",12.3452546474521,0.000855620670064039,0.0206654561720538,0.886183942610755,1.01480825053655,1.84860143716119e-05,0.293010547195121,0.00012859402445579,3.46338471516101,0.143754847473238,0.000999462344688789,0.886183942610755,0.0187120102748802,0.999797905066956
"PTHR12103_SF17",4.77333727001156,0.0328882577792744,0.0303522652829613,0.86228977049305,0.652491969747119,-2.27952772986545e-05,0.298134194517325,0.00013084264804754,2.18858481095567,-0.174219015273768,0.032597721020173,0.86228977049305,-0.0226755519564578,0.999797905066956
"PTHR12106",127.214028227553,2.33850175829385e-16,0.437162180707989,0.511069128016207,4.8326399727883,0.000126433498457437,0.435715820059272,0.000191223324064048,11.0912657982694,0.661182411069735,4.60558905768356e-16,0.511069128016207,0.0857614783779746,0.999797905066956
"PTHR12107",64.317896700414,5.06495421944794e-11,0.318177344555134,0.574843109971597,5.27226018463967,-0.000162664432914709,0.65708331928029,0.000288375245320959,8.02373158766901,-0.564072109357602,4.98887345579161e-11,0.574843109971597,-0.0732387169562699,0.999797905066956
"PTHR12109",24.443133840708,6.67748996244866e-06,0.106327878389796,0.745517954974522,1.1060420299267,-3.20181576437798e-05,0.223735670481894,9.81912445029568e-05,4.94352119867363,-0.326079558374634,6.68908491015318e-06,0.745517954974522,-0.0424137414696239,0.999797905066956
"PTHR12111",29.4505469051936,1.12893378622111e-06,0.070587122163242,0.791410021423362,1.95525811382903,4.26655898306515e-05,0.36591269839984,0.00016058871237621,5.34350986554854,0.265682370817565,1.53971515017449e-06,0.791410021423362,0.0345682261318751,0.999797905066956
"PTHR12112_SF11",9.06253488036603,0.00383530553764464,0.11778287766907,0.732671581820769,1.63042260506282,8.3579571378213e-05,0.55490868814473,0.000243533695619821,2.93818179440286,0.343195101464269,0.00470449948180135,0.732671581820769,0.0446356651925102,0.999797905066956
"PTHR12112_SF12",20.5549946558604,2.88723195385298e-05,0.276651394596746,0.600876015109078,1.00807837377823,5.26022778498965e-05,0.227877047758587,0.00010000877761191,4.42378196353582,0.525976610313373,4.23871746593837e-05,0.600876015109078,0.068316341525092,0.999797905066956
"PTHR12112_SF13",109.993446827137,4.18945514435249e-15,0.0063972420044376,0.936521649615284,0.976009687237789,3.29921755921754e-06,0.0939890002936814,4.12491083274636e-05,10.3842969303654,0.0799827606702694,6.14317188522605e-15,0.936521649615284,0.0104123040324343,0.999797905066956
"PTHR12112_SF9",68.6914124723882,1.78544978243942e-11,0.00764486501055375,0.930621898707024,0.997047017600921,-4.65088837695012e-06,0.121203028345743,5.31925739206561e-05,8.2262549971668,-0.0874349187141713,2.26951754086622e-11,0.930621898707024,-0.0113823194467465,0.999797905066956
"PTHR12114",335.270815186704,5.16204495813313e-26,1.96977510001992,0.165713164530612,2.9095408537383,-9.77458068723573e-05,0.158690993727561,6.9644979416821e-05,18.3346312566003,-1.40348676517448,4.82969869307328e-26,0.165713164530612,-0.179742602303219,0.760550692252597
"PTHR12119",4.57707551557058,0.0365501768762857,0.464709143162893,0.498098663717473,1.25695594532844,-0.000170083886600402,0.568505967921739,0.000249501156330416,2.21098109123364,-0.681695784909143,0.0309255670356971,0.498098663717473,-0.088401769700062,0.999797905066956
"PTHR12120",129.294781678672,1.68079682330861e-16,0.307789339407609,0.581137119197301,2.90012723047103,6.30668570186072e-05,0.259022127840586,0.000113677470524439,11.1964458583087,0.554787652537084,3.14829745229168e-16,0.581137119197301,0.0720395379439472,0.999797905066956
"PTHR12121_SF37",14.7853190057378,0.000297754613253799,0.673707512328054,0.415066100795479,0.977354153436751,-8.98105595581618e-05,0.249318308950409,0.000109418739445906,3.92010581794517,-0.820796876412218,0.000233012269275506,0.415066100795479,-0.106253729914204,0.999797905066956
"PTHR12125_SF1",96.8297719266428,4.68492680023814e-14,0.0253414477309805,0.874062894758021,0.969110842128041,6.9570776427824e-06,0.0995803399483232,4.37029888282595e-05,9.73194952568908,0.159189973713738,7.04444658289419e-14,0.874062894758021,0.0207203199394513,0.999797905066956
"PTHR12125_SF10",31.9257830327552,4.8809232537227e-07,0.0100385168751215,0.920531263470548,1.36766584650147,-1.07130589381963e-05,0.243635844145864,0.000106924866699549,5.6135658170341,-0.100192399288177,5.60545933615752e-07,0.920531263470548,-0.0130428298171513,0.999797905066956
"PTHR12125_SF7",16.5678120385132,0.000141548979905166,16.7920730230775,0.000129102837647769,0.624896493389251,0.000321991580871695,0.179041960446711,7.85764419086424e-05,3.49022369856837,4.09781320011997,0.000919917555665712,0.000129102837647769,0.470695736111288,0.00426922118683092
"PTHR12125_SF9",2.03578416948328,0.158905747172322,0.460903493311099,0.49985658199786,0.895664826954675,0.000201552839288096,0.67646664269141,0.000296882036590504,1.32403398841835,0.678898735682354,0.190598606416529,0.49985658199786,0.0880418678877965,0.999797905066956
"PTHR12126",12.8998252950874,0.000670377777094232,0.627536217604884,0.431434153726387,1.04871533905394,0.00010553839581522,0.303566299161586,0.000133226644815428,3.45465007792487,0.792171835907389,0.00102672865879041,0.431434153726387,0.10258785881381,0.999797905066956
"PTHR12127",127.386771062487,2.27493691039353e-16,4.18367000183602e-06,0.99837490661954,2.98961055592893,-2.39894639590151e-07,0.267241744846637,0.000117284827462309,11.1869145205761,-0.00204540216139419,3.25853999873763e-16,0.99837490661954,-0.000266288670468513,0.999797905066956
"PTHR12128",224.958014319139,8.56129396192447e-22,0.00165706316260775,0.967666889260813,1.95909311413658,-2.35350933011876e-06,0.131737330359511,5.78157805040047e-05,14.8712070359269,-0.0407070407006914,1.27681576405999e-21,0.967666889260813,-0.00529953087777223,0.999797905066956
"PTHR12129",46.6272414466959,5.27702154242535e-09,9.081558453896,0.00380094917513156,1.78111885977346,0.000369930037006641,0.279706056274947,0.000122755060476035,6.36782371999355,3.01356241911396,3.14704375882818e-08,0.00380094917513156,0.365229162162991,0.0584726535132564
"PTHR12136_SF46",18.991690462915,5.32392055637442e-05,0.00022635406895253,0.988046986496507,1.15772977318714,1.77059962322355e-06,0.268156716955148,0.00011768638278796,4.31736257190524,0.0150450679278137,6.12262580578133e-05,0.988046986496507,0.00195869725187775,0.999797905066956
"PTHR12136_SF51",91.6508441284512,1.28260319869063e-13,0.190648746633097,0.663971017323201,1.05214251215027,-2.11192171176842e-05,0.110210583852491,4.83683015880531e-05,9.54665582353222,-0.436633423632568,1.41964132973866e-13,0.663971017323201,-0.0567532095674793,0.999797905066956
"PTHR12136_SF7",12.8509610245165,0.00068487696966443,0.0752872848494814,0.784747004393163,0.950159410493997,3.25361001683046e-05,0.270188676685021,0.00011857815232219,3.51665148277723,0.274385285409917,0.000847494592998408,0.784747004393163,0.0356991517056733,0.999797905066956
"PTHR12137_SF7",21.6203678715973,1.91779516316321e-05,0.338552526290136,0.562882651712285,1.04271097151444,-5.68231599538348e-05,0.222522954329228,9.76590177551939e-05,4.68585802600718,-0.581852667167674,1.68722411257947e-05,0.562882651712285,-0.0755343602704202,0.999797905066956
"PTHR12141",461.264895850998,1.41714980787209e-29,0.0210478535525556,0.885143154748838,3.07892199539485,-9.20098847534955e-06,0.144508384314928,6.34206341189689e-05,21.3061824058937,-0.145078783950499,2.15338805220982e-29,0.885143154748838,-0.0188842807691632,0.999797905066956
"PTHR12146_SF1",1.92612192299224,0.170402472927761,3.3514372262955,0.0721979870725093,3.3095941859033,-0.0016427794851974,2.04468396669789,0.000897353841132614,1.6186336078373,-1.83069309997484,0.110860124476605,0.0721979870725093,-0.231842104493561,0.451109808527262
"PTHR12147_SF6",12.7535240013945,0.000714772646475627,0.0153550551049635,0.901803366602725,1.02037406442994,1.57504644867484e-05,0.28962106185552,0.000127106475407384,3.5231348780116,0.123915515997648,0.00083057414775733,0.901803366602725,0.0161303272173756,0.999797905066956
"PTHR12149",21.9898715684733,1.66649007293392e-05,1.05642909757134,0.308226501855015,1.82486732014731,-0.000172056738374414,0.381429232369302,0.000167398479355039,4.78428805472482,-1.02782736759212,1.18744003198668e-05,0.308226501855015,-0.132629589172279,0.999797905066956
"PTHR12150",10.551745136325,0.00191769644719029,0.0461678947889774,0.83061186645578,1.02492914919889,3.02877618299783e-05,0.321188221845514,0.00014096040722865,3.1910545888319,0.214867156142993,0.00227224798844523,0.83061186645578,0.0279623828273612,0.999797905066956
"PTHR12151",6.83341814632542,0.0113367146613889,0.153477502121526,0.696645508082816,1.75126761726644,-0.000113926054195249,0.662617894432715,0.000290804213490591,2.64295249491526,-0.391762047832004,0.0105090631629519,0.696645508082816,-0.0509368660190344,0.999797905066956
"PTHR12155",2.45626793753904,0.122404822420962,0.00186234139987601,0.965723813227017,4.22114220916945,-5.12770036169819e-05,2.70741889570762,0.00118820941778198,1.55910199779639,-0.0431548537232605,0.124320632691003,0.965723813227017,-0.00561819474100453,0.999797905066956
"PTHR12156_SF15",19.4480605953218,4.44648715432839e-05,0.229115623884817,0.633949494614574,1.05671199170801,-5.00583406314853e-05,0.238293151907403,0.000104580110502378,4.43450423669176,-0.478660238462333,4.08368418081363e-05,0.633949494614574,-0.0621956095956265,0.999797905066956
"PTHR12156_SF16",23.5004941120019,9.45490980580358e-06,0.016520145935806,0.898166121183533,1.22782560992216,1.44660627246422e-05,0.256451869561999,0.00011254945701401,4.78774286972132,0.128530719813615,1.1728308787248e-05,0.898166121183533,0.0167309322528517,0.999797905066956
"PTHR12156_SF2",8.29481232453475,0.00553302894796965,0.0403947340901512,0.841402035805342,0.960657827619031,-2.94094283411147e-05,0.333416179936592,0.000146326911461555,2.88125737569702,-0.200984412555181,0.00551485035519207,0.841402035805342,-0.0261569890503884,0.999797905066956
"PTHR12157_SF15",13.703630755469,0.000472744964307957,2.23548563817582,0.140204118057394,1.14382805911775,0.000216265253808864,0.329581838895215,0.000144644127854048,3.47054334957277,1.49515405165348,0.000977629653312063,0.140204118057394,0.191066416699877,0.689160063481545
"PTHR12159",28.9349171955627,1.34871084276865e-06,6.28733362991283,0.0149327185591301,1.25759345216916,-0.00024431791643901,0.22201613005738,9.74365869470449e-05,5.66442380490162,-2.50745560876216,4.62747089066075e-07,0.0149327185591301,-0.31032644554287,0.16227902687369
"PTHR12161",12.1141076993663,0.000947919501724831,2.15133102524368,0.14775659861639,1.3559746696036,-0.000239501874391826,0.372064095093625,0.000163288386037961,3.64446526145551,-1.46674163547766,0.000567412176293529,0.14775659861639,-0.187564508355121,0.704461220020718
"PTHR12162",46.1325238499784,6.07776068485756e-09,2.31414620132543,0.133543388517318,1.10123869619313,0.000112590864900023,0.168643739687535,7.40129575310246e-05,6.52997080255405,1.52123180394226,1.68110526806648e-08,0.133543388517318,0.194274166313124,0.6653586900277
"PTHR12166",21.3213338720512,2.14981841355778e-05,0.148684952596919,0.701182062943807,2.03328838784332,-7.43521920374639e-05,0.439362243129068,0.00019282363579993,4.627817750935,-0.385596878354738,2.0728191610922e-05,0.701182062943807,-0.0501373023169376,0.999797905066956
"PTHR12167",13.312638665066,0.000559938422195289,0.203867776089004,0.653272233798352,0.885201961381037,-4.77137868958169e-05,0.240786458519464,0.000105674352107386,3.67629461732991,-0.45151719356964,0.000512863835106308,0.653272233798352,-0.0586812359867706,0.999797905066956
"PTHR12169",6.89489032433369,0.0109935029809926,0.00489225213866941,0.944474260912523,0.863295288083215,-1.01461912211053e-05,0.330530158965684,0.000145060318655032,2.61185027951668,-0.0699446362394531,0.0114030611560496,0.944474260912523,-0.00910563851116712,0.999797905066956
"PTHR12170",163.82127604216,1.13331698231677e-18,0.051436771878299,0.821365758090793,2.98632983821997,2.34866747056577e-05,0.235964758528497,0.000103558244641316,12.6558298656251,0.226796763377035,1.85045408551461e-18,0.821365758090793,0.0295135613363691,0.999797905066956
"PTHR12173",14.1156593032292,0.000396010557340417,0.302519556459104,0.584383466075739,3.40299755579555,0.00022500361711556,0.932127321350631,0.000409084262341766,3.65078619395544,0.550017778311851,0.000556156632099891,0.584383466075739,0.0714233398942906,0.999797905066956
"PTHR12174_SF23",18.703082940506,5.96995620852572e-05,0.52621885519488,0.471068452400092,1.15717196609782,-8.40569583323748e-05,0.264029791824376,0.000115875192316239,4.38273256249633,-0.725409439692426,4.88690692866371e-05,0.471068452400092,-0.0940219067443149,0.999797905066956
"PTHR12174_SF34",9.63591291481488,0.00292917680053567,1.0112649167868,0.318706575198724,1.04014336358171,-0.000142997720034248,0.32401051769366,0.000142199032884935,3.21021481335098,-1.00561668481922,0.00214732806378818,0.318706575198724,-0.129812370291453,0.999797905066956
"PTHR12174_SF39",9.84099596738771,0.00266217631188966,0.0540096086477715,0.817031874055206,0.966102303380941,3.20088917174731e-05,0.313832262264051,0.000137732085056054,3.07840340062962,0.232399674371053,0.00315591896839471,0.817031874055206,0.0302420216532092,0.999797905066956
"PTHR12175",35.404633264195,1.56424075390496e-07,0.407965857254592,0.525475608038513,1.06558929208919,-4.99310663163796e-05,0.178123572539547,7.8173387485775e-05,5.98230361594962,-0.638722050077021,1.38370182981165e-07,0.525475608038513,-0.0828685172305057,0.999797905066956
"PTHR12178",97.2299626867176,4.34031581975991e-14,0.118794812894156,0.731570913378387,2.86097426573233,-4.40741240226126e-05,0.291371732193852,0.000127874795000164,9.81898361996526,-0.344666234049923,5.07455398225723e-14,0.731570913378387,-0.0448266158016947,0.999797905066956
"PTHR12181_SF29",25.4331857502983,4.65592759553031e-06,0.151921750101907,0.698109086946607,1.00820696875823,3.48641592820773e-05,0.203812907760987,8.94477086095095e-05,4.94672776044471,0.389771407496634,6.61177281110349e-06,0.698109086946607,0.0506787095787883,0.999797905066956
"PTHR12184_SF1",102.111627931938,1.73606959094913e-14,0.069879442901268,0.792433635204085,1.09675992395592,-1.2659871652974e-05,0.109123189469824,4.78910750131863e-05,10.0506586114696,-0.264347201425073,2.12730070890869e-14,0.792433635204085,-0.0343947117993535,0.999797905066956
"PTHR12185",106.580734448264,7.6882233377929e-15,0.523699139463815,0.472127575483209,1.95741802136067,6.133135664159e-05,0.193109707725967,8.47503774716579e-05,10.1363004709134,0.723670601492015,1.54477874174559e-14,0.472127575483209,0.0937985173593112,0.999797905066956
"PTHR12186",38.5780347320195,5.75613354739528e-08,0.412231240084068,0.523326105563999,2.4483911008948,-0.000110537157278024,0.392283739335475,0.000172162214816528,6.24137800114363,-0.64205236553109,5.1236443819727e-08,0.523326105563999,-0.0832976058496764,0.999797905066956
"PTHR12189",12.6056236794285,0.000762775956173143,0.122152777082476,0.727955696802768,1.03949973240829,4.59154725489071e-05,0.29934351308025,0.000131373383689462,3.47259815892388,0.349503615263814,0.000971446938227414,0.727955696802768,0.0454544652395167,0.999797905066956
"PTHR12190",173.212535037012,3.3299762724299e-19,0.797543727608873,0.375457019728921,3.24888276247823,-9.67367686501158e-05,0.246817977788831,0.000108321414965209,13.1630717972167,-0.893053037399724,3.30711985226871e-19,0.375457019728921,-0.115487659354262,0.999797905066956
"PTHR12191_SF11",4.33242456573937,0.0417411336382022,1.60214938891764,0.210574405561108,0.854545397886223,0.000250510155326488,0.450958209367176,0.000197912776720918,1.89495474333508,1.26576039949022,0.0630015688464404,0.210574405561108,0.162595113832381,0.887777807690604
"PTHR12191_SF4",20.4139977042301,3.04930649650691e-05,0.35652605436983,0.552726562473255,0.974724013212403,5.80658422652173e-05,0.221583571918598,9.72467494397961e-05,4.39890017465051,0.597098027437564,4.62086190193312e-05,0.552726562473255,0.0775017303397286,0.999797905066956
"PTHR12191_SF5",49.9927503220336,2.05485696134371e-09,0.238118093798815,0.627377215038739,1.09017224548414,-3.30096509779933e-05,0.15413710546865,6.76464069294445e-05,7.0727437249421,-0.487973456039173,2.03739704533393e-09,0.627377215038739,-0.063400921770839,0.999797905066956
"PTHR12191_SF7",18.2647963626532,7.11088649596251e-05,0.0770228386671197,0.782343417955318,0.89062812742516,-2.53884933093465e-05,0.208444112680575,9.14802131878948e-05,4.2727430195641,-0.277529887880782,7.13502356747342e-05,0.782343417955318,-0.0361077527276938,0.999797905066956
"PTHR12195",17.2305371244528,0.000107943631073487,10.4379716385692,0.00202041743737609,1.84094667416162,0.000708305828028444,0.499545699254545,0.000219236448932148,3.68524176448482,3.2307849879819,0.000498456475102617,0.00202041743737609,0.387712267999867,0.0348972993982504
"PTHR12196_SF2",90.7478299518496,1.53433049474955e-13,0.209098651855318,0.649154157403682,1.15534021014697,-2.43996462228276e-05,0.121582306613889,5.33590284027776e-05,9.5025357087195,-0.457273060495934,1.67822377787175e-13,0.649154157403682,-0.0594266695097412,0.999797905066956
"PTHR12197_SF146",8.01930975636059,0.0063211854930369,0.120030517448825,0.730233954721391,1.13775159191003,-6.06407558653956e-05,0.398823951540178,0.000175032528585942,2.85276645877526,-0.346454206856873,0.0059672734532197,0.730233954721391,-0.045058685138259,0.999797905066956
"PTHR12199",75.3433223200057,3.91387482705227e-12,3.60248971465928,0.0625885630145578,1.90457699756095,0.00018997186590598,0.228060661124095,0.000100089360313934,8.35118598785702,1.89802258012366,1.39736178482254e-11,0.0625885630145578,0.239886369627785,0.416431900779577
"PTHR12200",4.90579532398248,0.0306406474131476,0.896865494368611,0.34748632274129,2.10989328389899,-0.000377815559083395,0.909030900896312,0.000398947898019132,2.32103582157506,-0.947029827602389,0.0237596828716451,0.34748632274129,-0.122366238433916,0.999797905066956
"PTHR12202",5.66534548877219,0.0205531086616074,0.387624236113678,0.535949869793819,1.13744218465509,-0.000127281106120369,0.465823017675905,0.000204436519778913,2.4417904257502,-0.622594760750264,0.017631443945124,0.535949869793819,-0.0807899772279519,0.999797905066956
